STATE,DATE ,TYPE ,TESTED,RECOVERED,VACCINATED 2,VACCINATED 1,CONFIRMED,DECEASED
TN,30-07-2020,delta,61202,5295,0,0,5864,100
TN,31-07-2020,delta,60276,5778,0,0,5881,94
TN,31-07-2020,delta7,435119,40659,0,0,46110,615
TN,31-07-2020,total,2658138,183956,0,0,245859,3935
TN,01-08-2020,delta7,431384,39911,0,0,45001,625
TN,01-08-2020,total,2718718,190966,0,0,251738,4034
TN,01-08-2020,delta,60580,7010,0,0,5879,99
TN,02-08-2020,total,2779062,196483,0,0,257613,4132
TN,02-08-2020,delta,60344,5517,0,0,5875,98
TN,02-08-2020,delta7,427599,39957,0,0,43890,638
TN,03-08-2020,total,2837273,202283,0,0,263222,4241
TN,03-08-2020,delta,58211,5800,0,0,5609,109
TN,03-08-2020,delta7,422560,40034,0,0,42506,670
TN,04-08-2020,total,2892395,208784,0,0,268285,4349
TN,04-08-2020,delta7,416529,41828,0,0,40597,690
TN,04-08-2020,delta,55122,6501,0,0,5063,108
TN,05-08-2020,delta,61166,6031,0,0,5175,112
TN,05-08-2020,total,2953561,214815,0,0,273460,4461
TN,05-08-2020,delta7,416901,41932,0,0,39346,720
TN,06-08-2020,total,3020714,221087,0,0,279144,4571
TN,06-08-2020,delta7,422852,42909,0,0,39166,730
TN,06-08-2020,delta,67153,6272,0,0,5684,110
TN,07-08-2020,delta,67352,6488,0,0,5880,119
TN,07-08-2020,delta7,429928,43619,0,0,39165,755
TN,07-08-2020,total,3088066,227575,0,0,285024,4690
TN,08-08-2020,delta7,436901,41652,0,0,39169,774
TN,08-08-2020,total,3155619,232618,0,0,290907,4808
TN,08-08-2020,delta,67553,5043,0,0,5883,118
TN,09-08-2020,delta,70186,6020,0,0,5994,119
TN,09-08-2020,delta7,446743,42155,0,0,39288,795
TN,09-08-2020,total,3225805,238638,0,0,296901,4927
TN,10-08-2020,total,3292958,244675,0,0,302815,5041
TN,10-08-2020,delta,67153,6037,0,0,5914,114
TN,10-08-2020,delta7,455685,42392,0,0,39593,800
TN,11-08-2020,total,3360450,250680,0,0,308649,5159
TN,11-08-2020,delta7,468055,41896,0,0,40364,810
TN,11-08-2020,delta,67492,6005,0,0,5834,118
TN,12-08-2020,delta,71575,5633,0,0,5871,119
TN,12-08-2020,total,3432025,256313,0,0,314520,5278
TN,12-08-2020,delta7,478464,41498,0,0,41060,817
TN,13-08-2020,delta,67275,5146,0,0,5835,119
TN,13-08-2020,delta7,478586,40372,0,0,41211,826
TN,13-08-2020,total,3499300,261459,0,0,320355,5397
TN,14-08-2020,total,3569453,267015,0,0,326245,5514
TN,14-08-2020,delta,70153,5556,0,0,5890,117
TN,14-08-2020,delta7,481387,39440,0,0,41221,824
TN,15-08-2020,total,3640796,272251,0,0,332105,5641
TN,15-08-2020,delta,71343,5236,0,0,5860,127
TN,15-08-2020,delta7,485177,39633,0,0,41198,833
TN,16-08-2020,total,3711246,278270,0,0,338055,5766
TN,16-08-2020,delta7,485441,39632,0,0,41154,839
TN,16-08-2020,delta,70450,6019,0,0,5950,125
TN,17-08-2020,total,3778778,283937,0,0,343945,5886
TN,17-08-2020,delta7,485820,39262,0,0,41130,845
TN,17-08-2020,delta,67532,5667,0,0,5890,120
TN,18-08-2020,total,3845803,289787,0,0,349654,6007
TN,18-08-2020,delta7,485353,39107,0,0,41005,848
TN,18-08-2020,delta,67025,5850,0,0,5709,121
TN,19-08-2020,delta,67720,6384,0,0,5795,116
TN,19-08-2020,total,3913523,296171,0,0,355449,6123
TN,19-08-2020,delta7,481498,39858,0,0,40929,845
TN,20-08-2020,delta7,489299,40454,0,0,41080,842
TN,20-08-2020,delta,75076,5742,0,0,5986,116
TN,20-08-2020,total,3988599,301913,0,0,361435,6239
TN,21-08-2020,total,4062943,307677,0,0,367430,6340
TN,21-08-2020,delta,74344,5764,0,0,5995,101
TN,21-08-2020,delta7,493490,40662,0,0,41185,826
TN,22-08-2020,total,4136490,313280,0,0,373410,6420
TN,22-08-2020,delta,73547,5603,0,0,5980,80
TN,22-08-2020,delta7,495694,41029,0,0,41305,779
TN,23-08-2020,delta7,495371,41057,0,0,41330,751
TN,23-08-2020,total,4206617,319327,0,0,379385,6517
TN,23-08-2020,delta,70127,6047,0,0,5975,97
TN,24-08-2020,delta7,497862,41519,0,0,41407,728
TN,24-08-2020,total,4276640,325456,0,0,385352,6614
TN,24-08-2020,delta,70023,6129,0,0,5967,97
TN,25-08-2020,total,4346861,332454,0,0,391303,6721
TN,25-08-2020,delta,70221,6998,0,0,5951,107
TN,25-08-2020,delta7,501058,42667,0,0,41649,714
TN,26-08-2020,total,4422361,338060,0,0,397261,6839
TN,26-08-2020,delta,75500,5606,0,0,5958,118
TN,26-08-2020,delta7,508838,41889,0,0,41812,716
TN,27-08-2020,delta7,510107,42017,0,0,41807,709
TN,27-08-2020,total,4498706,343930,0,0,403242,6948
TN,27-08-2020,delta,76345,5870,0,0,5981,109
TN,28-08-2020,delta,75103,5752,0,0,5996,102
TN,28-08-2020,delta7,510866,42005,0,0,41808,710
TN,28-08-2020,total,4573809,349682,0,0,409238,7050
TN,29-08-2020,delta,80988,6045,0,0,6352,87
TN,29-08-2020,total,4654797,355727,0,0,415590,7137
TN,29-08-2020,delta7,518307,42447,0,0,42180,717
TN,30-08-2020,total,4738047,362133,0,0,422085,7231
TN,30-08-2020,delta7,531430,42806,0,0,42700,714
TN,30-08-2020,delta,83250,6406,0,0,6495,94
TN,31-08-2020,delta,75100,6008,0,0,5956,91
TN,31-08-2020,total,4813147,368141,0,0,428041,7322
TN,31-08-2020,delta7,536507,42685,0,0,42689,708
TN,01-09-2020,total,4888312,374172,0,0,433969,7418
TN,01-09-2020,delta,75165,6031,0,0,5928,96
TN,01-09-2020,delta7,541451,41718,0,0,42666,697
TN,02-09-2020,delta,75829,5891,0,0,5990,98
TN,02-09-2020,total,4964141,380063,0,0,439959,7516
TN,02-09-2020,delta7,541780,42003,0,0,42698,677
TN,03-09-2020,total,5047042,386173,0,0,445851,7608
TN,03-09-2020,delta,82901,6110,0,0,5892,92
TN,03-09-2020,delta7,548336,42243,0,0,42609,660
TN,04-09-2020,total,5130741,392507,0,0,451827,7687
TN,04-09-2020,delta7,556932,42825,0,0,42589,637
TN,04-09-2020,delta,83699,6334,0,0,5976,79
TN,05-09-2020,total,5212534,398366,0,0,457697,7751
TN,05-09-2020,delta,81793,5859,0,0,5870,64
TN,05-09-2020,delta7,557737,42639,0,0,42107,614
TN,06-09-2020,delta7,560461,42053,0,0,41395,605
TN,06-09-2020,delta,85974,5820,0,0,5783,85
TN,06-09-2020,total,5298508,404186,0,0,463480,7836
TN,07-09-2020,delta7,565864,41975,0,0,41215,603
TN,07-09-2020,delta,80503,5930,0,0,5776,89
TN,07-09-2020,total,5379011,410116,0,0,469256,7925
TN,08-09-2020,delta7,573965,42543,0,0,40971,594
TN,08-09-2020,delta,83266,6599,0,0,5684,87
TN,08-09-2020,total,5462277,416715,0,0,474940,8012
TN,09-09-2020,total,5544850,423231,0,0,480524,8090
TN,09-09-2020,delta7,580709,43168,0,0,40565,574
TN,09-09-2020,delta,82573,6516,0,0,5584,78
TN,10-09-2020,total,5630323,429416,0,0,486052,8154
TN,10-09-2020,delta,85473,6185,0,0,5528,64
TN,10-09-2020,delta7,583281,43243,0,0,40201,546
TN,11-09-2020,total,5715216,435422,0,0,491571,8231
TN,11-09-2020,delta7,584475,42915,0,0,39744,544
TN,11-09-2020,delta,84893,6006,0,0,5519,77
TN,12-09-2020,delta7,591244,43283,0,0,39369,556
TN,12-09-2020,delta,88562,6227,0,0,5495,76
TN,12-09-2020,total,5803778,441649,0,0,497066,8307
TN,13-09-2020,total,5888086,447366,0,0,502759,8381
TN,13-09-2020,delta7,589578,43180,0,0,39279,545
TN,13-09-2020,delta,84308,5717,0,0,5693,74
TN,14-09-2020,delta,80123,5799,0,0,5752,53
TN,14-09-2020,delta7,589198,43049,0,0,39255,509
TN,14-09-2020,total,5968209,453165,0,0,508511,8434
TN,15-09-2020,delta7,586555,42185,0,0,39268,490
TN,15-09-2020,total,6048832,458900,0,0,514208,8502
TN,15-09-2020,delta,80623,5735,0,0,5697,68
TN,16-09-2020,delta,84567,5768,0,0,5652,57
TN,16-09-2020,delta7,588549,41437,0,0,39336,469
TN,16-09-2020,total,6133399,464668,0,0,519860,8559
TN,17-09-2020,total,6217923,470192,0,0,525420,8618
TN,17-09-2020,delta7,587600,40776,0,0,39368,464
TN,17-09-2020,delta,84524,5524,0,0,5560,59
TN,18-09-2020,total,6303466,475717,0,0,530908,8685
TN,18-09-2020,delta7,588250,40295,0,0,39337,454
TN,18-09-2020,delta,85543,5525,0,0,5488,67
TN,19-09-2020,delta,85117,5556,0,0,5569,66
TN,19-09-2020,total,6388583,481273,0,0,536477,8751
TN,19-09-2020,delta7,584805,39624,0,0,39411,444
TN,20-09-2020,delta7,586570,39113,0,0,39234,430
TN,20-09-2020,delta,86073,5206,0,0,5516,60
TN,20-09-2020,total,6474656,486479,0,0,541993,8811
TN,21-09-2020,total,6555328,491971,0,0,547337,8871
TN,21-09-2020,delta,80672,5492,0,0,5344,60
TN,21-09-2020,delta7,587119,38806,0,0,38826,437
TN,22-09-2020,total,6640058,497377,0,0,552674,8947
TN,22-09-2020,delta,84730,5406,0,0,5337,76
TN,22-09-2020,delta7,591226,38477,0,0,38466,445
TN,23-09-2020,delta,84979,5363,0,0,5325,63
TN,23-09-2020,delta7,591638,38072,0,0,38139,451
TN,23-09-2020,total,6725037,502740,0,0,557999,9010
TN,24-09-2020,delta,90607,5470,0,0,5692,66
TN,24-09-2020,delta7,597721,38018,0,0,38271,458
TN,24-09-2020,total,6815644,508210,0,0,563691,9076
TN,25-09-2020,total,6910521,513836,0,0,569370,9148
TN,25-09-2020,delta,94877,5626,0,0,5679,72
TN,25-09-2020,delta7,607055,38119,0,0,38462,463
TN,26-09-2020,delta,94037,5612,0,0,5647,85
TN,26-09-2020,total,7004558,519448,0,0,575017,9233
TN,26-09-2020,delta7,615975,38175,0,0,38540,482
TN,27-09-2020,delta7,626004,38675,0,0,38815,502
TN,27-09-2020,delta,96102,5706,0,0,5791,80
TN,27-09-2020,total,7100660,525154,0,0,580808,9313
TN,28-09-2020,total,7181125,530708,0,0,586397,9383
TN,28-09-2020,delta,80465,5554,0,0,5589,70
TN,28-09-2020,delta7,625797,38737,0,0,39060,512
TN,29-09-2020,total,7267122,536209,0,0,591943,9453
TN,29-09-2020,delta,85997,5501,0,0,5546,70
TN,29-09-2020,delta7,627064,38832,0,0,39269,506
TN,30-09-2020,delta,86928,5610,0,0,5659,67
TN,30-09-2020,delta7,629013,39079,0,0,39603,510
TN,30-09-2020,total,7354050,541819,0,0,597602,9520
TN,01-10-2020,delta,87647,5516,0,0,5688,66
TN,01-10-2020,delta7,626053,39125,0,0,39599,510
TN,01-10-2020,total,7441697,547335,0,0,603290,9586
TN,02-10-2020,delta,84991,5603,0,0,5595,67
TN,02-10-2020,total,7526688,552938,0,0,608885,9653
TN,02-10-2020,delta7,616167,39102,0,0,39515,505
TN,03-10-2020,total,7613999,558534,0,0,614507,9718
TN,03-10-2020,delta7,609441,39086,0,0,39490,485
TN,03-10-2020,delta,87311,5596,0,0,5622,65
TN,04-10-2020,delta7,599351,38938,0,0,39188,471
TN,04-10-2020,delta,86012,5558,0,0,5489,66
TN,04-10-2020,total,7700011,564092,0,0,619996,9784
TN,05-10-2020,total,7782736,569664,0,0,625391,9846
TN,05-10-2020,delta7,601611,38956,0,0,38994,463
TN,05-10-2020,delta,82725,5572,0,0,5395,62
TN,06-10-2020,total,7863864,575212,0,0,630408,9917
TN,06-10-2020,delta7,596742,39003,0,0,38465,464
TN,06-10-2020,delta,81128,5548,0,0,5017,71
TN,07-10-2020,delta,93242,5524,0,0,5447,67
TN,07-10-2020,delta7,603056,38917,0,0,38253,464
TN,07-10-2020,total,7957106,580736,0,0,635855,9984
TN,08-10-2020,delta7,602750,39119,0,0,37653,466
TN,08-10-2020,delta,87341,5718,0,0,5088,68
TN,08-10-2020,total,8044447,586454,0,0,640943,10052
TN,09-10-2020,total,8141534,591811,0,0,646128,10120
TN,09-10-2020,delta,97087,5357,0,0,5185,68
TN,09-10-2020,delta7,614846,38873,0,0,37243,467
TN,10-10-2020,total,8232725,597033,0,0,651370,10187
TN,10-10-2020,delta,91191,5222,0,0,5242,67
TN,10-10-2020,delta7,618726,38499,0,0,36863,469
TN,11-10-2020,total,8322832,602038,0,0,656385,10252
TN,11-10-2020,delta7,622821,37946,0,0,36389,468
TN,11-10-2020,delta,90107,5005,0,0,5015,65
TN,12-10-2020,delta,80162,5165,0,0,4879,62
TN,12-10-2020,delta7,620258,37539,0,0,35873,468
TN,12-10-2020,total,8402994,607203,0,0,661264,10314
TN,13-10-2020,delta,85509,5117,0,0,4666,57
TN,13-10-2020,delta7,624639,37108,0,0,35522,454
TN,13-10-2020,total,8488503,612320,0,0,665930,10371
TN,14-10-2020,delta7,626935,36667,0,0,34537,439
TN,14-10-2020,delta,95538,5083,0,0,4462,52
TN,14-10-2020,total,8584041,617403,0,0,670392,10423
TN,15-10-2020,delta7,630346,36004,0,0,33859,420
TN,15-10-2020,total,8674793,622458,0,0,674802,10472
TN,15-10-2020,delta,90752,5055,0,0,4410,49
TN,16-10-2020,delta7,624504,35892,0,0,33063,412
TN,16-10-2020,total,8766038,627703,0,0,679191,10532
TN,16-10-2020,delta,91245,5245,0,0,4389,60
TN,17-10-2020,total,8856280,632708,0,0,683486,10586
TN,17-10-2020,delta,90242,5005,0,0,4295,54
TN,17-10-2020,delta7,623555,35675,0,0,32116,399
TN,18-10-2020,total,8946566,637637,0,0,687400,10642
TN,18-10-2020,delta,90286,4929,0,0,3914,56
TN,18-10-2020,delta7,623734,35599,0,0,31015,390
TN,19-10-2020,total,9031696,642152,0,0,690936,10694
TN,19-10-2020,delta7,628702,34949,0,0,29672,380
TN,19-10-2020,delta,85130,4515,0,0,3536,52
TN,20-10-2020,delta7,623564,34235,0,0,28100,370
TN,20-10-2020,total,9112067,646555,0,0,694030,10741
TN,20-10-2020,delta,80371,4403,0,0,3094,47
TN,21-10-2020,total,9193849,650856,0,0,697116,10780
TN,21-10-2020,delta,81782,4301,0,0,3086,39
TN,21-10-2020,delta7,609808,33453,0,0,26724,357
TN,22-10-2020,delta7,600315,32712,0,0,25391,353
TN,22-10-2020,delta,81259,4314,0,0,3077,45
TN,22-10-2020,total,9275108,655170,0,0,700193,10825
TN,23-10-2020,delta7,590542,31729,0,0,24059,326
TN,23-10-2020,total,9356580,659432,0,0,703250,10858
TN,23-10-2020,delta,81472,4262,0,0,3057,33
TN,24-10-2020,total,9436817,663456,0,0,706136,10893
TN,24-10-2020,delta7,580537,30748,0,0,22650,307
TN,24-10-2020,delta,80237,4024,0,0,2886,35
TN,25-10-2020,total,9517507,667475,0,0,709005,10924
TN,25-10-2020,delta7,570941,29838,0,0,21605,282
TN,25-10-2020,delta,80690,4019,0,0,2869,31
TN,26-10-2020,total,9589743,671489,0,0,711713,10956
TN,26-10-2020,delta7,558047,29337,0,0,20777,262
TN,26-10-2020,delta,72236,4014,0,0,2708,32
TN,27-10-2020,delta,70687,4029,0,0,2522,27
TN,27-10-2020,total,9660430,675518,0,0,714235,10983
TN,27-10-2020,delta7,548363,28963,0,0,20205,242
TN,28-10-2020,total,9732863,679377,0,0,716751,11018
TN,28-10-2020,delta7,539014,28521,0,0,19635,238
TN,28-10-2020,delta,72433,3859,0,0,2516,35
TN,29-10-2020,total,9808087,683464,0,0,719403,11053
TN,29-10-2020,delta,75224,4087,0,0,2652,35
TN,29-10-2020,delta7,532979,28294,0,0,19210,228
TN,30-10-2020,total,9885443,687388,0,0,722011,11091
TN,30-10-2020,delta7,528863,27956,0,0,18761,233
TN,30-10-2020,delta,77356,3924,0,0,2608,38
TN,31-10-2020,delta,70767,3848,0,0,2511,31
TN,31-10-2020,delta7,519393,27780,0,0,18386,229
TN,31-10-2020,total,9956210,691236,0,0,724522,11122
TN,01-11-2020,delta,73012,3644,0,0,2504,30
TN,01-11-2020,total,10029222,694880,0,0,727026,11152
TN,01-11-2020,delta7,511715,27405,0,0,18021,228
TN,02-11-2020,total,10099519,698820,0,0,729507,11183
TN,02-11-2020,delta,70297,3940,0,0,2481,31
TN,02-11-2020,delta7,509776,27331,0,0,17794,227
TN,03-11-2020,total,10169917,701527,0,0,731942,11214
TN,03-11-2020,delta7,509487,26009,0,0,17707,231
TN,03-11-2020,delta,70398,2707,0,0,2435,31
TN,04-11-2020,delta7,512385,24654,0,0,17678,226
TN,04-11-2020,total,10245248,704031,0,0,734429,11244
TN,04-11-2020,delta,75331,2504,0,0,2487,30
TN,05-11-2020,total,10325440,706444,0,0,736777,11272
TN,05-11-2020,delta,80192,2413,0,0,2348,28
TN,05-11-2020,delta7,517353,22980,0,0,17374,219
TN,06-11-2020,total,10406226,708846,0,0,739147,11299
TN,06-11-2020,delta,80786,2402,0,0,2370,27
TN,06-11-2020,delta7,520783,21458,0,0,17136,208
TN,07-11-2020,delta,80112,2352,0,0,2341,25
TN,07-11-2020,delta7,530128,19962,0,0,16966,202
TN,07-11-2020,total,10486338,711198,0,0,741488,11324
TN,08-11-2020,delta,75384,2386,0,0,2334,20
TN,08-11-2020,total,10561722,713584,0,0,743822,11344
TN,08-11-2020,delta7,532500,18704,0,0,16796,192
TN,09-11-2020,total,10636999,715892,0,0,746079,11362
TN,09-11-2020,delta,75277,2308,0,0,2257,18
TN,09-11-2020,delta7,537480,17072,0,0,16572,179
TN,10-11-2020,total,10709256,718129,0,0,748225,11387
TN,10-11-2020,delta7,539339,16602,0,0,16283,173
TN,10-11-2020,delta,72257,2237,0,0,2146,25
TN,11-11-2020,delta7,541317,16308,0,0,15980,171
TN,11-11-2020,total,10786565,720339,0,0,750409,11415
TN,11-11-2020,delta,77309,2210,0,0,2184,28
TN,12-11-2020,total,10863921,722686,0,0,752521,11440
TN,12-11-2020,delta7,538481,16242,0,0,15744,168
TN,12-11-2020,delta,77356,2347,0,0,2112,25
TN,13-11-2020,total,10937407,725258,0,0,754460,11454
TN,13-11-2020,delta,73486,2572,0,0,1939,14
TN,13-11-2020,delta7,531181,16412,0,0,15313,155
TN,14-11-2020,total,11007832,727752,0,0,756372,11466
TN,14-11-2020,delta7,521494,16554,0,0,14884,142
TN,14-11-2020,delta,70425,2494,0,0,1912,12
TN,15-11-2020,total,11072885,730272,0,0,758191,11478
TN,15-11-2020,delta7,511163,16688,0,0,14369,134
TN,15-11-2020,delta,65053,2520,0,0,1819,12
TN,16-11-2020,delta,63777,2384,0,0,1725,17
TN,16-11-2020,delta7,499663,16764,0,0,13837,133
TN,16-11-2020,total,11136662,732656,0,0,759916,11495
TN,17-11-2020,total,11199077,734970,0,0,761568,11513
TN,17-11-2020,delta,62415,2314,0,0,1652,18
TN,17-11-2020,delta7,489821,16841,0,0,13343,126
TN,18-11-2020,total,11266091,737281,0,0,763282,11531
TN,18-11-2020,delta7,479526,16942,0,0,12873,116
TN,18-11-2020,delta,67014,2311,0,0,1714,18
TN,19-11-2020,total,11333206,739532,0,0,764989,11550
TN,19-11-2020,delta,67115,2251,0,0,1707,19
TN,19-11-2020,delta7,469285,16846,0,0,12468,110
TN,20-11-2020,delta7,463832,16447,0,0,12217,114
TN,20-11-2020,total,11401239,741705,0,0,766677,11568
TN,20-11-2020,delta,68033,2173,0,0,1688,18
TN,21-11-2020,delta7,462597,16086,0,0,11968,120
TN,21-11-2020,delta,69190,2133,0,0,1663,18
TN,21-11-2020,total,11470429,743838,0,0,768340,11586
TN,22-11-2020,total,11541238,745848,0,0,769995,11605
TN,22-11-2020,delta7,468353,15576,0,0,11804,127
TN,22-11-2020,delta,70809,2010,0,0,1655,19
TN,23-11-2020,delta7,469588,15096,0,0,11703,127
TN,23-11-2020,delta,65012,1904,0,0,1624,17
TN,23-11-2020,total,11606250,747752,0,0,771619,11622
TN,24-11-2020,total,11673521,749662,0,0,773176,11639
TN,24-11-2020,delta,67271,1910,0,0,1557,17
TN,24-11-2020,delta7,474444,14692,0,0,11608,126
TN,25-11-2020,total,11741603,751535,0,0,774710,11655
TN,25-11-2020,delta,68082,1873,0,0,1534,16
TN,25-11-2020,delta7,475512,14254,0,0,11428,124
TN,26-11-2020,total,11802567,753332,0,0,776174,11669
TN,26-11-2020,delta,60964,1797,0,0,1464,14
TN,26-11-2020,delta7,469361,13800,0,0,11185,119
TN,27-11-2020,delta7,462938,13121,0,0,10939,113
TN,27-11-2020,total,11864177,754826,0,0,777616,11681
TN,27-11-2020,delta,61610,1494,0,0,1442,12
TN,28-11-2020,delta,66063,1453,0,0,1430,13
TN,28-11-2020,total,11930240,756279,0,0,779046,11694
TN,28-11-2020,delta7,459811,12441,0,0,10706,108
TN,29-11-2020,delta7,456147,11902,0,0,10510,98
TN,29-11-2020,delta,67145,1471,0,0,1459,9
TN,29-11-2020,total,11997385,757750,0,0,780505,11703
TN,30-11-2020,delta7,453751,11454,0,0,10296,90
TN,30-11-2020,delta,62616,1456,0,0,1410,9
TN,30-11-2020,total,12060001,759206,0,0,781915,11712
TN,01-12-2020,total,12125059,760617,0,0,783319,11722
TN,01-12-2020,delta7,451538,10955,0,0,10143,83
TN,01-12-2020,delta,65058,1411,0,0,1404,10
TN,02-12-2020,total,12193913,762015,0,0,784747,11733
TN,02-12-2020,delta7,452310,10480,0,0,10037,78
TN,02-12-2020,delta,68854,1398,0,0,1428,11
TN,03-12-2020,delta7,461502,10096,0,0,9989,78
TN,03-12-2020,delta,70156,1413,0,0,1416,14
TN,03-12-2020,total,12264069,763428,0,0,786163,11747
TN,04-12-2020,delta7,470270,10028,0,0,9938,81
TN,04-12-2020,total,12334447,764854,0,0,787554,11762
TN,04-12-2020,delta,70378,1426,0,0,1391,15
TN,05-12-2020,delta,70881,1407,0,0,1366,15
TN,05-12-2020,delta7,475088,9982,0,0,9874,83
TN,05-12-2020,total,12405328,766261,0,0,788920,11777
TN,06-12-2020,delta7,478708,9909,0,0,9735,90
TN,06-12-2020,delta,70765,1398,0,0,1320,16
TN,06-12-2020,total,12476093,767659,0,0,790240,11793
TN,07-12-2020,delta7,480102,9842,0,0,9637,97
TN,07-12-2020,delta,64010,1389,0,0,1312,16
TN,07-12-2020,total,12540103,769048,0,0,791552,11809
TN,08-12-2020,delta,65186,1330,0,0,1236,13
TN,08-12-2020,delta7,480230,9761,0,0,9469,100
TN,08-12-2020,total,12605289,770378,0,0,792788,11822
TN,09-12-2020,delta7,481638,9678,0,0,9273,103
TN,09-12-2020,total,12675551,771693,0,0,794020,11836
TN,09-12-2020,delta,70262,1315,0,0,1232,14
TN,10-12-2020,delta7,480410,9567,0,0,9077,106
TN,10-12-2020,delta,68928,1302,0,0,1220,17
TN,10-12-2020,total,12744479,772995,0,0,795240,11853
TN,11-12-2020,delta,70436,1311,0,0,1235,17
TN,11-12-2020,total,12814915,774306,0,0,796475,11870
TN,11-12-2020,delta7,480468,9452,0,0,8921,108
TN,12-12-2020,delta7,481709,9341,0,0,8773,106
TN,12-12-2020,total,12887037,775602,0,0,797693,11883
TN,12-12-2020,delta,72122,1296,0,0,1218,13
TN,13-12-2020,total,12956605,776878,0,0,798888,11895
TN,13-12-2020,delta,69568,1276,0,0,1195,12
TN,13-12-2020,delta7,480512,9219,0,0,8648,102
TN,14-12-2020,total,13020594,778081,0,0,800029,11909
TN,14-12-2020,delta,63989,1203,0,0,1141,14
TN,14-12-2020,delta7,480491,9033,0,0,8477,100
TN,15-12-2020,total,13086807,779291,0,0,801161,11919
TN,15-12-2020,delta,66213,1210,0,0,1132,10
TN,15-12-2020,delta7,481518,8913,0,0,8373,97
TN,16-12-2020,total,13159822,780531,0,0,802342,11931
TN,16-12-2020,delta7,484271,8838,0,0,8322,95
TN,16-12-2020,delta,73015,1240,0,0,1181,12
TN,17-12-2020,delta,75532,1214,0,0,1174,11
TN,17-12-2020,total,13235354,781745,0,0,803516,11942
TN,17-12-2020,delta7,490875,8750,0,0,8276,89
TN,18-12-2020,delta7,495786,8609,0,0,8175,84
TN,18-12-2020,delta,75347,1170,0,0,1134,12
TN,18-12-2020,total,13310701,782915,0,0,804650,11954
TN,19-12-2020,delta7,500012,8515,0,0,8084,85
TN,19-12-2020,total,13387049,784117,0,0,805777,11968
TN,19-12-2020,delta,76348,1202,0,0,1127,14
TN,20-12-2020,total,13460016,785315,0,0,806891,11983
TN,20-12-2020,delta7,503411,8437,0,0,8003,88
TN,20-12-2020,delta,72967,1198,0,0,1114,15
TN,21-12-2020,total,13523032,786472,0,0,807962,11995
TN,21-12-2020,delta7,502438,8391,0,0,7933,86
TN,21-12-2020,delta,63016,1157,0,0,1071,12
TN,22-12-2020,total,13588389,787611,0,0,809014,12012
TN,22-12-2020,delta7,501582,8320,0,0,7853,93
TN,22-12-2020,delta,65357,1139,0,0,1052,17
TN,23-12-2020,total,13659300,788742,0,0,810080,12024
TN,23-12-2020,delta7,499478,8211,0,0,7738,93
TN,23-12-2020,delta,70911,1131,0,0,1066,12
TN,24-12-2020,delta7,494939,8117,0,0,7599,94
TN,24-12-2020,total,13730293,789862,0,0,811115,12036
TN,24-12-2020,delta,70993,1120,0,0,1035,12
TN,25-12-2020,delta,65510,1103,0,0,1027,12
TN,25-12-2020,total,13795803,790965,0,0,812142,12048
TN,25-12-2020,delta7,485102,8050,0,0,7492,94
TN,26-12-2020,total,13860244,792063,0,0,813161,12059
TN,26-12-2020,delta7,473195,7946,0,0,7384,91
TN,26-12-2020,delta,64441,1098,0,0,1019,11
TN,27-12-2020,total,13924527,793154,0,0,814170,12069
TN,27-12-2020,delta,64283,1091,0,0,1009,10
TN,27-12-2020,delta7,464511,7839,0,0,7279,86
TN,28-12-2020,delta7,464737,7756,0,0,7213,85
TN,28-12-2020,total,13987769,794228,0,0,815175,12080
TN,28-12-2020,delta,63242,1074,0,0,1005,11
TN,29-12-2020,delta7,464148,7682,0,0,7118,80
TN,29-12-2020,total,14052537,795293,0,0,816132,12092
TN,29-12-2020,delta,64768,1065,0,0,957,12
TN,30-12-2020,total,14122733,796353,0,0,817077,12109
TN,30-12-2020,delta,70196,1060,0,0,945,17
TN,30-12-2020,delta7,463433,7611,0,0,6997,85
TN,31-12-2020,delta7,461201,7529,0,0,6899,86
TN,31-12-2020,total,14191494,797391,0,0,818014,12122
TN,31-12-2020,delta,68761,1038,0,0,937,13
TN,01-01-2021,total,14258645,798420,0,0,818935,12135
TN,01-01-2021,delta,67151,1029,0,0,921,13
TN,01-01-2021,delta7,462842,7455,0,0,6793,87
TN,02-01-2021,total,14321046,799427,0,0,819845,12146
TN,02-01-2021,delta,62401,1007,0,0,910,11
TN,02-01-2021,delta7,460802,7364,0,0,6684,87
TN,03-01-2021,total,14382123,800429,0,0,820712,12156
TN,03-01-2021,delta,61077,1002,0,0,867,10
TN,03-01-2021,delta7,457596,7275,0,0,6542,87
TN,04-01-2021,total,14442625,801414,0,0,821550,12166
TN,04-01-2021,delta7,454856,7186,0,0,6375,86
TN,04-01-2021,delta,60502,985,0,0,838,10
TN,05-01-2021,delta7,450392,7092,0,0,6238,85
TN,05-01-2021,delta,60304,971,0,0,820,11
TN,05-01-2021,total,14502929,802385,0,0,822370,12177
TN,06-01-2021,delta7,443778,6975,0,0,6104,79
TN,06-01-2021,total,14566511,803328,0,0,823181,12188
TN,06-01-2021,delta,63582,943,0,0,811,11
TN,07-01-2021,delta7,439381,6848,0,0,5972,78
TN,07-01-2021,delta,64364,911,0,0,805,12
TN,07-01-2021,total,14630875,804239,0,0,823986,12200
TN,08-01-2021,total,14695106,805136,0,0,824776,12208
TN,08-01-2021,delta7,436461,6716,0,0,5841,73
